"title","price","thumbnail","url","id"
"Bông tai trẻ em Bạc PNJSilver hình cún cưng 0000W060035","565.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/143/sb0000w060035-bong-tai-tre-em-bac-pnjsilver-hinh-cun-cung-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-hinh-cun-cung-0000w060035.html","65789"
"Lắc tay trẻ em Bạc PNJSilver 0000W060132","1.095.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/144/sl0000w060132-lac-tay-tre-em-bac-pnjsilver.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-0000w060132.html","65774"
"Bông tai trẻ em bạc PNJSilver hình ngựa 0000W060036","565.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/143/sb0000w060036-bong-tai-tre-em-bac-pnjsilver-hinh-ngua-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-hinh-ngua-0000w060036.html","65766"
"Bộ trang sức trẻ em Bạc đính đá PNJSilver 60094-SCXM00W060007","1.440.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/140/SBXMXMW060094-SCXM00W060007.png","https://www.pnj.com.vn/bo-trang-suc-tre-em-bac-dinh-da-pnjsilver-60094-scxm00w060007.html","65418"
"Dây cổ trẻ em Bạc đính đá PNJSilver XMXMW060051","595.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/scxmxmw060051-day-co-tre-em-bac-dinh-da-pnjsilver-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-dinh-da-pnjsilver-xmxmw060051.html","63798"
"Bông tai trẻ em bạc đính đá CZ PNJSilver mèo hồng XMXMW060094","397.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/sbxmxmw060094-bong-tai-tre-em-bac-dinh-da-cz-pnjsilver-meo-hong-01.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-cz-pnjsilver-meo-hong-xmxmw060094.html","63772"
"Hạt charm hợp kim cao cấp Mother of Pearl Style by PNJ chữ K PM00Y000011","325.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/tipm00y000011-hat-charm-hop-kim-cao-cap-dinh-ngoc-trai-mother-of-pearl-style-by-pnj-1.png","https://www.pnj.com.vn/hat-charm-hop-kim-cao-cap-mother-of-pearl-style-by-pnj-chu-k-pm00y000011.html","63761"
"Dây cổ trẻ em Bạc đính đá PNJSilver XM00W060007","645.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/scxm00w060007-day-co-tre-em-bac-dinh-da-pnjsilver-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-dinh-da-pnjsilver-xm00w060007.html","63729"
"Dây cổ trẻ em Bạc đính đá Disney|PNJ Winnie the Pooh XM00C060002","745.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/132/scxm00c060002-day-co-tre-em-bac-dinh-da-pnjsilver-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-dinh-da-pnjsilver-scxm00c060002.html","63719"
"Dây cổ trẻ em Bạc PNJSilver NH00W060001","895.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/132/scnh00w060001-day-co-tre-em-bac-pnjsilver-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-pnjsilver-nh00w060001.html","63698"
"Lắc tay charm Bạc đính đá Style by PNJ XMXMW060039","1.085.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/178/sp-slxmxmw060039-lac-tay-charm-bac-dinh-da-style-by-pnj01.png","https://www.pnj.com.vn/lac-tay-charm-bac-dinh-da-style-by-pnj-xmxmw060039.html","63466"
"Bộ trang sức trẻ em bạc Disney|PNJ Minnie 00015-SMXM00H000029-SVXM00H000010","3.495.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/131/SB0000H000015-SMXM00H000029-SVXM00H000010.png","https://www.pnj.com.vn/bo-trang-suc-tre-em-bac-disneypnj-minnie-00015-smxm00h000029-svxm00h000010.html","63448"
"Dây cổ trẻ em bạc đính đá PNJSilver Heo hồng XM00W060008","645.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/scxm00w060008-day-co-tre-em-bac-dinh-da-pnjsilver-heo-hong-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-dinh-da-pnjsilver-heo-hong-xm00w060008.html","63157"
"Lắc tay bạc STYLE by PNJ 0000W060084","796.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/171/sp-sl0000w060084-lac-tay-bac-style-by-pnj-1.png","https://www.pnj.com.vn/lac-tay-bac-style-by-pnj-0000w060084.html","62579"
"Lắc tay Bạc đính đá STYLE by PNJ General XMXMW060038","1.085.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/130/slxmxmw060038-lac-tay-bac-style-by-pnj-general-01.png","https://www.pnj.com.vn/lac-tay-bac-style-by-pnj-general-xmxmw060038.html","62410"
"Dây cổ Trẻ em Bạc đính đá PNJSilver PFXMW060000","655.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/scpfxmw060000-day-co-bac-dinh-ngoc-trai-pnjsilver-1.png","https://www.pnj.com.vn/day-co-bac-dinh-ngoc-trai-pnjsilver-pfxmw060000.html","60221"
"Dây cổ Trẻ em Bạc PNJSilver 0000W060027","575.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/sc0000w060027-day-co-bac-pnjsilver-1.png","https://www.pnj.com.vn/day-co-bac-pnjsilver-0000w060027.html","60219"
"Lắc tay trẻ em bạc đính đá PNJSilver hình con bọ XMXMW060049","545.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/117/slxmxmw060049-lac-tay-tre-em-bac-dinh-da-cz-pnj-con-bo-01.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-dinh-da-pnjsilver-hinh-con-bo-xmxmw060049.html","60007"
"Lắc tay trẻ em bạc đính đá PNJSilver hình con thỏ và cà rốt XM00Y060002","495.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/117/slxm00y060002-lac-tay-tre-em-dinh-da-pnjsilver-hinh-con-tho-va-ca-rot-01.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-dinh-da-pnjsilver-hinh-con-tho-va-ca-rot-xm00y060002.html","59995"
"Lắc tay trẻ em bạc đính đá PNJSilver XM00W060006","715.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/117/slxm00w060006-lac-tay-tre-em-bac-dinh-da-pnjsilver-01.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-dinh-da-pnjsilver-xm00w060006.html","59993"
"Vòng tay trẻ em Bạc đính đá Disney|PNJ Cinderella XMXMW000011","836.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/117/svxmxmw000011-vong-tay-bac-dinh-da-ecz-pnjsilver-01.png","https://www.pnj.com.vn/vong-tay-bac-dinh-da-disneypnj-cinderella-xmxmw000011.html","59964"
"Lắc tay bạc trẻ em PNJSilver 0000W060096","545.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-bac-tre-em-pnjsilver-0000w060096.html","59960"
"Bông tai trẻ em bạc đính đá Disney|PNJ XM00W000034","584.500","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-disneypnj-xm00w000034.html","58040"
"Vòng tay trẻ em bạc đính đá Disney|PNJ Minnie XM00W000011","1.445.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-dinh-da-disneypnj-xm00w000011.html","57895"
"Vòng tay trẻ em bạc đính đá Disney|PNJ Frozen XMXMW000010","1.445.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-dinh-da-disneypnj-xmxmw000010.html","57665"
"Vòng tay trẻ em bạc PNJSilver 0000W000035","422.500","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-pnjsilver-0000w000035.html","56962"
"Phụ kiện charm bạc STYLE By PNJ 0000Y000015","267.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/phu-kien-charm-bac-style-by-pnj-0000y000015.html","55110"
"Bông tai trẻ em Bạc Disney|PNJ Snow White 0000W000044","695.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-disneypnj-snow-white-0000w000044.html","52818"
"Hạt charm treo Bạc STYLE by PNJ 0000Y000012","206.500","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/hat-charm-treo-bac-style-by-pnj-0000y000012.html","52240"
"Hạt charm xỏ trẻ em DIY PNJSilver chữ sweet baby 0000H060002","315.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/208/sp-si0000h060002-hat-charm-xo-diy-pnjsilver-chu-sweet-baby-1.png","https://www.pnj.com.vn/hat-charm-xo-diy-pnjsilver-chu-sweet-baby-0000h060002.html","40912"
"Hạt charm xỏ trẻ em DIY PNJSilver chữ baby xanh 00XMW060025","455.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/106/si00xmw060025-hat-charm-xo-tre-em-diy-pnjsilver-chu-baby-xanh-01.png","https://www.pnj.com.vn/hat-charm-xo-tre-em-diy-pnjsilver-chu-baby-xanh-00xmw060025.html","40843"
"Bông tai trẻ em vàng 18K đính đá CZ PNJ XMXMY001594","1.770.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/101/gbxmxmy001594-bong-tai-tre-em-vang-18k-pnj-01.png","https://www.pnj.com.vn/bong-tai-tre-em-vang-18k-pnj-xmxmy001594.html","40586"
"Bông tai trẻ em Vàng 18K đính đá CZ PNJ XMXMY001558","1.640.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/124/gbxmxmy001558-bong-tai-tre-em-vang-18k-dinh-da-pnj-001.png","https://www.pnj.com.vn/bong-tai-tre-em-vang-18k-dinh-da-pnj-xmxmy001558.html","40351"
"Vòng tay trẻ em bạc PNJSilver 0000W060000","695.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/138/SV0000W060000-1.png","https://www.pnj.com.vn/vong-tay-tre-em-bac-pnjsilver-0000w060000.html","39318"
"Bông tai trẻ em bạc đính đá PNJSilver Gem Melting hình búp bê XM00H000020","425.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/125/sbxm00h000020-bong-tai-tre-em-bac-dinh-da-pnjsilver-gem-melting-hinh-bup-be-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-pnjsilver-gem-melting-hinh-bup-be-xm00h000020.html","38735"
"Vòng tay trẻ em bạc PNJSilver 0000K000045","615.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/137/sv0000k000045-vong-tay-tre-em-bac-pnjsilver-1.png","https://www.pnj.com.vn/vong-tay-bac-tre-em-pnjsilver.html","23778"
"Bông tai trẻ em Bạc đính đá PNJSilver XM00K000139","325.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/210/sp-sbxm00k000139-bong-tai-tre-em-bac-dinh-da-pnjsilver-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-pnjsilver-xm00k000139.html","18137"
"Vòng tay trẻ em bạc PNJSilver hình con vịt 0000C000002","645.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-pnjsilver-hinh-con-vit-0000c000002.html","8303"
"Lắc chân trẻ em bạc PNJSilver hình con vịt 0000C000001","510.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-chan-bac-tre-em-hinh-con-vit-pnjsilver-14055.000.html","8302"
"Lắc tay trẻ em bạc PNJSilver 0000K000065","665.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-0000k000065.html","8298"
"Lắc tay trẻ em bạc PNJSilver 0000K000064","585.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-0000k000064.html","8297"
"Lắc tay trẻ em Bạc PNJSilver 0000K000063","520.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-0000k000063.html","8296"
"Lắc tay trẻ em bạc PNJSilver Juice Me Up 0000K000074","499.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-bac-pnjsilver-8042.html","8042"
"Lắc tay trẻ em bạc PNJSilver Juice Me Up 0000K000073","551.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-juice-me-up-0000k000073.html","8039"
"Bông tai trẻ em Bạc PNJSilver Juice Baby 0000K000096","376.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-juice-baby-0000k000096.html","8038"
"Lắc tay trẻ em bạc PNJSilver Juice Me Up 0000K000061","563.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-juice-me-up-0000k000061.html","8037"
"Bông tai trẻ em bạc PNJSilver Juice Baby 0000K000087","395.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-juice-baby-0000k000087.html","8036"
"Vòng tay trẻ em bạc PNJSilver hình con ong 0000K000059","595.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-pnjsilver-7347.html","7347"
"Bông tai trẻ em bạc PNJSilver hình con ong 0000K000085","345.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-pnjsilver-7346.html","7346"
"Vòng tay trẻ em bạc PNJSilver 0000K000058","595.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-bac-tre-em-pnjsilver-12758.000.html","7345"
"Bông tai trẻ em bạc PNJSilver hình cánh cam 0000K000084","395.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-bac-tre-em-hinh-canh-cam-pnjsilver-12757.000.html","7344"
"Bông tai trẻ em bạc PNJSilver 0000K000083","395.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-0000k000083.html","7343"
"Vòng tay trẻ em Vàng 18K PNJ 0000Y000044","8.238.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-vang-18k-pnj-0000y000044.html","7273"
"Lắc tay trẻ em Vàng 18K PNJ 0000Y000056","8.439.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/137/gl0000y000056-lac-tay-tre-em-vang-18k-pnj.png","https://www.pnj.com.vn/lac-tay-tre-em-vang-18k-pnj-0000y000056.html","7271"
"Bông tai trẻ em bạc đính đá PNJSilver XM00K000115","376.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/184/sp-sbxm00k000115-bong-tai-tre-em-bac-dinh-da-pnjsilver-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-pnjsilver-xm00k000115.html","7214"
"Bông tai trẻ em bạc PNJSilver hình cá heo 0000K000066","368.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/184/sp-sb0000k000066-bong-tai-tre-em-bac-pnjsilver-hinh-ca-heo-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-hinh-ca-heo-0000k000066.html","7209"
"Bông tai trẻ em bạc PNJSilver 0000K000069","322.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-0000k000069.html","6048"
